x|y|output1_output2_output_n 
69|70|65_66_3_4_68_69_5_70_6_71_7_8_10_76_13_14_16_17_19_20_28_29_30_31_32_38_39_44_61_62
69|69|65_66_3_4_68_69_5_70_6_71_7_8_76_13_14_16_17_19_20_28_29_30_31_32_38_44_61
69|73|65_66_3_4_68_69_5_6_70_71_7_8_73_10_76_13_14_16_17_19_20_27_28_29_30_31_32_38_44_47_50_60_61
69|76|65_66_3_4_68_69_5_6_70_71_7_8_76_13_14_16_17_19_20_28_29_30_31_32_38_44_61
58|74|66_3_99_4_5_74_13_14_16_17_51_58_29_31
58|71|65_66_3_68_4_5_69_70_71_7_10_76_13_14_16_17_27_28_29_31_99_38_39_50_51_58_60_61
58|68|3_99_68_4_5_69_38_7_10_13_45_14_16_50_51_20_58_27_28_60_29_61_31
58|65|65_1_2_3_68_4_5_69_7_10_13_14_16_20_29_31_35_99_38_44_50_51_58_59_60_61
58|70|3_99_4_5_70_39_10_13_14_16_51_22_58_61_29_62_31
58|66|65_66_2_3_4_68_5_69_70_7_10_13_14_16_17_20_27_28_29_31_99_38_40_47_50_51_58_59_60_61
58|62|3_99_4_5_13_14_16_51_55_58_29_62_31
58|69|65_66_3_4_68_69_5_70_6_71_7_8_10_76_13_14_16_17_19_20_22_28_29_30_31_32_99_38_44_51_58_61
58|58|16_51_3_99_4_5_58_13_29_14_31
58|73|65_66_3_4_68_5_69_6_71_7_73_10_76_13_14_16_17_27_28_29_30_31_99_38_44_47_50_51_58_60_61
58|76|3_99_68_4_5_38_7_76_13_14_16_51_58_29_31
73|74|65_66_3_68_4_5_69_6_7_71_73_74_10_76_13_14_16_17_27_28_29_30_38_44_47_50_60_61
73|73|65_66_3_68_4_5_69_6_7_71_73_10_76_13_14_16_17_27_28_29_30_38_44_47_50_60_61
73|76|65_66_3_68_4_5_69_6_7_71_73_10_76_13_14_16_17_27_28_29_30_38_44_47_50_60_61
55|74|1_66_2_68_4_69_70_7_74_10_13_16_17_20_27_29_32_99_38_44_46_48_50_55_59_60_61
55|71|65_1_2_66_3_68_4_5_69_70_71_7_10_74_76_13_14_16_17_20_27_28_29_31_32_99_38_44_46_48_50_55_59_60_61
55|68|1_2_3_68_4_5_69_70_7_10_74_13_14_16_20_23_27_28_29_31_32_99_38_44_45_46_48_50_55_59_60_61
55|65|65_1_2_3_68_4_5_69_70_7_10_74_13_16_20_27_29_31_32_35_99_38_44_46_48_50_55_58_59_60_61
55|70|1_2_3_4_68_69_70_7_10_13_16_20_23_27_29_32_99_38_39_44_46_48_50_55_59_60_61_62
55|66|1_65_66_2_3_4_68_5_69_70_7_10_74_13_14_16_17_20_27_28_29_31_32_99_38_40_44_46_47_48_50_55_59_60_61
55|62|1_2_4_68_69_70_7_10_13_16_20_27_29_32_99_38_44_46_48_50_55_59_60_61_62
55|69|65_1_66_2_3_4_68_69_5_6_70_71_7_8_10_76_13_14_16_17_19_20_27_28_29_30_31_32_99_38_39_44_46_48_50_55_59_60_61
55|58|1_2_3_4_68_5_69_70_7_10_74_13_14_16_20_23_27_29_31_32_99_38_44_46_48_50_51_55_58_59_60_61
55|73|1_65_2_66_3_68_4_5_69_6_70_7_71_73_10_74_76_13_14_16_17_20_27_28_29_30_32_99_38_44_46_47_48_50_55_59_60_61
55|55|1_2_68_4_69_70_7_10_74_13_16_20_23_27_29_32_99_38_44_46_48_50_55_59_60_61
55|76|32_1_2_99_68_4_69_70_7_10_76_44_13_46_16_48_50_20_55_59_27_60_29_61
76|76|16_68_7_76_29
1|98|1
1|99|1
1|100|1_100
2|98|2
2|99|2
2|100|2_100
3|98|3
3|99|3
3|100|3_100
4|98|4
4|99|4
4|100|4_100
5|98|5
5|99|5
5|100|5_100
6|98|6
6|99|6
6|100|6_100
7|98|7
7|99|7
7|100|7_100
8|98|8
8|99|8
8|100|8_100
9|98|9
9|99|9
9|100|9_100
10|98|10
10|99|10
10|100|10_100
11|98|11
11|99|11
11|100|11_100
12|98|12
12|99|12
12|100|12_100
13|98|13
13|99|13
13|100|13_100
14|98|14
14|99|14
14|100|14_100
15|98|15
15|99|15
15|100|15_100
16|98|16
16|99|16
16|100|16_100
17|98|17
17|99|17
17|100|17_100
18|98|18
18|99|18
18|100|18_100
19|98|19
19|99|19
19|100|19_100
20|98|20
20|99|20
20|100|20_100
21|98|21
21|99|21
21|100|21_100
22|98|22
22|99|22
22|100|22_100
23|98|23
23|99|23
23|100|23_100
25|98|25
25|99|25
25|100|25_100
26|98|26
26|99|26
26|100|26_100
27|98|27
27|99|27
27|100|27_100
28|98|28
28|99|28
28|100|28_100
29|98|29
29|99|29
29|100|29_100
30|98|30
30|99|30
30|100|30_100
31|98|31
31|99|31
31|100|31_100
32|98|32
32|99|32
32|100|32_100
33|98|33
33|99|33
33|100|33_100
34|98|34
34|99|34
34|100|34_100
35|98|35
35|99|35
35|100|35_100
37|98|37
37|99|37
37|100|37_100
38|98|38
38|99|38
38|100|38_100
39|98|39
39|99|39
39|100|39_100
40|98|40
40|99|40
40|100|40_100
42|98|42
42|99|42
42|100|42_100
44|98|44
44|99|44
44|100|44_100
45|98|45
45|99|45
45|100|45_100
46|98|46
46|99|46
46|100|46_100
47|98|47
47|99|47
47|100|47_100
48|98|48
48|99|48
48|100|48_100
49|98|49
49|99|49
49|100|49_100
50|98|50
50|99|50
50|100|50_100
51|98|51
51|99|51
51|100|51_100
55|98|55
55|99|55
55|100|55_100
58|98|58
58|99|58
58|100|58_100
59|98|59
59|99|59
59|100|59_100
60|98|60
60|99|60
60|100|60_100
61|98|61
61|99|61
61|100|61_100
62|98|62
62|99|62
62|100|62_100
63|98|63
63|99|63
63|100|63_100
64|98|64
64|99|64
64|100|64_100
65|98|65
65|99|65
65|100|65_100
66|98|66
66|99|66
66|100|66_100
68|98|68
68|99|68
68|100|68_100
69|98|69
69|99|69
69|100|69_100
70|98|70
70|99|70
70|100|70_100
71|98|71
71|99|71
71|100|71_100
72|98|72
72|99|72
72|100|72_100
73|98|73
73|99|73
73|100|73_100
74|98|74
74|99|74
74|100|74_100
75|98|75
75|99|75
75|100|75_100
76|98|76
76|99|76
76|100|76_100
98|98|98
98|99|98_99
98|100|100
99|99|99
99|100|100
100|100|100
4|14|4_14
